hhid,Total,start_date,urbrur,region,sex_of_head,age_of_head_cat,attain,apci_dec,main_language,wgt_hh,q02_58_01,q02_58_02,q02_58_04,q02_58_13,q02_58_15,q02_59_01,q02_59_02,q02_59_04,q02_59_13,q02_59_15,q02_60_01,q02_60_02,q02_60_04,q02_60_13,q02_60_15,q07_02_1,q07_02_2,q07_02_3,q07_02_4,q07_02_6,crops_possessed_1,crops_possessed_2,crops_possessed_3,crops_possessed_4,crops_possessed_6,q07_04_1,q07_04_2,q07_04_3,q07_04_4,q07_04_6,crops_given_away_1,crops_given_away_2,crops_given_away_3,crops_given_away_4,crops_given_away_6,crops_sold_1,crops_sold_2,crops_sold_3,crops_sold_4,crops_sold_6,q07_08_3
0202038A01702                          ,Total,2015-08-27,Rural,Erongo,Male,18-59,Primary,3,Oshiwambo,71.60948974216859,0,1,0,1,0,,7.0,,7.0,,,from_employer,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0202038A02403                          ,Total,2015-08-27,Rural,Erongo,Male,60+,No formal education,1,Afrikaans,84.4999990394471,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0610081B02001                          ,Total,2015-08-27,Urban,Khomas,Male,18-59,Tertiary,10,Afrikaans,79.36883224294259,1,1,1,1,1,7.0,2.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1009008A00501                          ,Total,2015-08-27,Rural,Omusati,Female,18-59,Secondary,2,Oshiwambo,56.5620595740634,1,1,0,1,0,5.0,3.0,,7.0,,bought_using_cash,own_production_garden__livestock,,bought_using_cash,,0,1,1,0,0.0,,400.0,1.0,,,,200.0,0.0,,,,50.0,0.0,,,,0.0,0.0,,,0
1109007B06201                          ,Total,2015-08-27,Urban,Oshana,Male,18-59,Secondary,9,Oshiwambo,83.05880959876079,1,1,0,1,1,5.0,7.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1303039A02203                          ,Total,2015-08-28,Urban,Otjozondjupa,Male,18-59,Primary,6,Oshiwambo,41.8411190640503,0,1,0,0,0,,2.0,,,,,gifts_friends__neighbours__relatives,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1303039A03301                          ,Total,2015-08-28,Urban,Otjozondjupa,Male,18-59,Secondary,6,Oshiwambo,54.9019804779844,0,1,0,1,1,,7.0,,2.0,2.0,,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1303039A01501                          ,Total,2015-08-28,Urban,Otjozondjupa,Female,18-59,Secondary,6,Otjiherero,54.0992838412286,1,1,1,1,1,3.0,7.0,1.0,4.0,4.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,1,0,0,0,0.0,10.0,,,,,10.0,,,,,0.0,,,,,0.0,,,,,0
1303039A00701                          ,Total,2015-08-28,Urban,Otjozondjupa,Male,18-59,,8,Otjiherero,28.6735128626573,1,1,1,1,1,4.0,3.0,1.0,4.0,4.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1303039B00101                          ,Total,2015-08-28,Urban,Otjozondjupa,Male,18-59,Secondary,3,Otjiherero,25.5016218705543,1,1,0,1,1,1.0,7.0,,1.0,1.0,gifts_friends__neighbours__relatives,food_assistance_government__charity,,asking_for_help_from_others,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1011018A00101                          ,Total,2015-08-28,Urban,Omusati,Female,18-59,Primary,2,Oshiwambo,22.122826456377506,1,0,1,1,0,2.0,,2.0,7.0,,gifts_friends__neighbours__relatives,,gifts_friends__neighbours__relatives,bought_using_cash,,0,1,0,0,0.0,,25.0,,,,,25.0,,,,,0.0,,,,,0.0,,,,0
1303039A02701                          ,Total,2015-08-28,Urban,Otjozondjupa,Female,18-59,Primary,9,Oshiwambo,25.143484459544894,0,1,0,1,1,,7.0,,7.0,7.0,,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1305001B00502                          ,Total,2015-08-28,Rural,Otjozondjupa,Female,18-59,No formal education,8,Nama/Damara,16.954339766756494,1,1,1,1,1,1.0,7.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108005B05401                          ,Total,2015-08-28,Urban,Oshana,Male,18-59,Secondary,10,Oshiwambo,94.22544768477242,1,1,0,1,0,2.0,3.0,,4.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108005B04401                          ,Total,2015-08-28,Urban,Oshana,Female,18-59,Secondary,7,Oshiwambo,61.077582151724215,1,1,1,1,1,3.0,7.0,4.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108005B03601                          ,Total,2015-08-28,Urban,Oshana,Female,18-59,Primary,6,Oshiwambo,96.22662675492901,0,1,0,1,0,,7.0,,7.0,,,gifts_friends__neighbours__relatives,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108005B02603                          ,Total,2015-08-28,Urban,Oshana,Male,18-59,Secondary,10,Oshiwambo,94.22544768477242,1,1,1,1,0,7.0,4.0,1.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108005B01801                          ,Total,2015-08-28,Urban,Oshana,Female,18-59,Secondary,4,Oshiwambo,96.902758420059,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1303039B01001                          ,Total,2015-08-28,Urban,Otjozondjupa,Female,18-59,Secondary,7,Otjiherero,23.360358516616607,1,1,0,1,1,4.0,7.0,,7.0,4.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1303039B02501                          ,Total,2015-08-28,Urban,Otjozondjupa,Female,18-59,Secondary,7,Oshiwambo,40.960360462565106,1,1,1,1,1,2.0,7.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1303039B03301                          ,Total,2015-08-28,Urban,Otjozondjupa,Male,18-59,Primary,4,Otjiherero,49.00846586209251,0,1,0,1,1,,7.0,,7.0,3.0,,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108005B01201                          ,Total,2015-08-28,Urban,Oshana,Male,18-59,Secondary,9,Oshiwambo,77.6825061093444,1,1,0,1,1,4.0,7.0,,7.0,7.0,bought_using_cash,own_production_garden__livestock,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108005A04903                          ,Total,2015-08-28,Urban,Oshana,Male,18-59,Secondary,9,Oshiwambo,77.3387205006776,1,1,1,0,1,3.0,3.0,2.0,,3.0,bought_using_cash,bought_using_cash,bought_using_cash,,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108005A04101                          ,Total,2015-08-28,Urban,Oshana,Male,18-59,Secondary,9,Oshiwambo,97.8377142020165,1,1,0,1,1,2.0,7.0,,7.0,6.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1303039B04201                          ,Total,2015-08-28,Urban,Otjozondjupa,Female,18-59,Primary,7,Otjiherero,42.857836665021296,1,1,1,1,1,7.0,7.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108005A03101                          ,Total,2015-08-28,Urban,Oshana,Male,18-59,Secondary,6,Oshiwambo,68.58361469651521,1,1,1,1,1,7.0,7.0,3.0,7.0,4.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108005A01401                          ,Total,2015-08-28,Urban,Oshana,Male,18-59,Primary,7,Oshiwambo,84.6705660356765,1,1,1,1,1,4.0,7.0,4.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1108005A00401                          ,Total,2015-08-28,Urban,Oshana,Female,18-59,No formal education,1,Oshiwambo,20.0639257228493,1,1,1,1,1,2.0,7.0,7.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1303039B03701                          ,Total,2015-08-28,Urban,Otjozondjupa,Female,18-59,No formal education,4,Oshiwambo,35.68391111914371,1,1,0,1,1,3.0,7.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0808012B01502                          ,Total,2015-08-28,Rural,Ohangwena,Female,18-59,No formal education,8,Oshiwambo,23.4379363603094,0,1,0,1,0,,3.0,,7.0,,,gifts_friends__neighbours__relatives,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903055B02601                          ,Total,2015-08-28,Urban,Omaheke,Female,18-59,Secondary,5,Otjiherero,48.7576737851269,1,1,1,1,0,4.0,7.0,3.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0808012B04401                          ,Total,2015-08-28,Rural,Ohangwena,Male,18-59,Secondary,4,Oshiwambo,75.22210963904459,1,1,0,0,0,1.0,7.0,,,,bought_using_cash,bought_using_cash,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0808012B03101                          ,Total,2015-08-28,Rural,Ohangwena,Female,18-59,Secondary,4,Oshiwambo,39.2117300444619,0,1,1,1,1,,7.0,3.0,7.0,4.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,30.0,,,,,4.0,,,,,0.0,,,,,0.0,,,,0
0808012B02302                          ,Total,2015-08-28,Rural,Ohangwena,Female,18-59,Secondary,8,Oshiwambo,41.9473634815925,1,1,1,1,1,2.0,7.0,1.0,7.0,5.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,1,1,0,0.0,,10.0,3.0,,,,4.0,1.0,,,,0.0,0.0,,,,0.0,0.0,,,0
0106004B04501                          ,Total,2015-08-28,Urban,!Karas,Male,18-59,Tertiary,10,Afrikaans,63.419999858822,1,1,1,1,1,7.0,7.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0106004B03701                          ,Total,2015-08-28,Urban,!Karas,Female,60+,Tertiary,10,Nama/Damara,33.571582325075,1,1,1,1,1,3.0,7.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0106004B02801                          ,Total,2015-08-28,Urban,!Karas,Male,60+,Secondary,10,Afrikaans,28.582818509443694,1,0,1,1,1,7.0,,7.0,7.0,7.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0106004B01602                          ,Total,2015-08-28,Urban,!Karas,Male,18-59,Tertiary,8,Nama/Damara,51.243416705921,1,1,1,1,1,7.0,4.0,5.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0106004A03005                          ,Total,2015-08-28,Urban,!Karas,Female,18-59,Secondary,10,Afrikaans,62.40837568599711,1,0,1,1,1,3.0,,1.0,5.0,3.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0808012B05301                          ,Total,2015-08-28,Rural,Ohangwena,Female,60+,No formal education,6,Oshiwambo,47.749943184330796,0,1,0,1,1,,7.0,,7.0,7.0,,bought_using_cash,,bought_using_cash,bought_using_cash,0,1,1,0,0.0,,5.0,1.0,,,,3.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0
0106004A02601                          ,Total,2015-08-28,Urban,!Karas,Male,18-59,Tertiary,10,Afrikaans,57.8408999213523,1,1,1,1,1,7.0,5.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0106004A01101                          ,Total,2015-08-28,Urban,!Karas,Male,18-59,Secondary,8,Nama/Damara,46.7388379713651,1,1,1,1,1,7.0,7.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0808012A00701                          ,Total,2015-08-28,Rural,Ohangwena,Female,18-59,Primary,5,Oshiwambo,50.533574261119796,0,1,0,1,0,,7.0,,7.0,,,own_production_garden__livestock,,bought_using_cash,,0,1,1,0,0.0,,180.0,20.0,,,,40.0,10.0,,,,0.0,0.0,,,,0.0,0.0,,,0
0808012A01501                          ,Total,2015-08-28,Rural,Ohangwena,Female,60+,No formal education,2,Oshiwambo,50.876275245891705,0,1,0,1,0,,7.0,,7.0,,,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,1200.0,,,,,1000.0,,,,,60.0,,,,,0.0,,,,0
0808012A02301                          ,Total,2015-08-28,Rural,Ohangwena,Male,60+,Primary,7,Oshiwambo,69.0468462694032,0,1,0,1,0,,7.0,,7.0,,,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,880.0,,,,,680.0,,,,,0.0,,,,,0.0,,,,0
0808012A03201                          ,Total,2015-08-28,Rural,Ohangwena,Male,60+,No formal education,5,Oshiwambo,41.7642346195455,0,1,1,1,0,,7.0,2.0,7.0,,,bought_using_cash,gifts_friends__neighbours__relatives,bought_using_cash,,0,1,0,0,0.0,,500.0,,,,,440.0,,,,,0.0,,,,,0.0,,,,0
0808012A04101                          ,Total,2015-08-28,Rural,Ohangwena,Female,60+,Primary,1,Oshiwambo,32.3808180590664,1,1,0,1,0,1.0,7.0,,7.0,,gifts_friends__neighbours__relatives,bought_using_cash,,bought_using_cash,,0,1,1,0,0.0,,200.0,60.0,,,,200.0,60.0,,,,0.0,0.0,,,,0.0,0.0,,,0
0808012A04801                          ,Total,2015-08-28,Rural,Ohangwena,Male,60+,Primary,4,Oshiwambo,38.1890632020614,1,1,0,1,0,2.0,7.0,,7.0,,gifts_friends__neighbours__relatives,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,240.0,,,,,140.0,,,,,0.0,,,,,0.0,,,,0
0808012B00601                          ,Total,2015-08-28,Rural,Ohangwena,Male,18-59,Primary,3,Oshiwambo,38.165796718891286,0,1,0,1,0,,7.0,,7.0,,,food_assistance_government__charity,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0106004A02001                          ,Total,2015-08-28,Urban,!Karas,Male,60+,Secondary,10,Afrikaans,42.030722818616795,1,0,0,1,1,7.0,,,7.0,5.0,bought_using_cash,,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0106004B05401                          ,Total,2015-08-28,Urban,!Karas,Male,18-59,Tertiary,10,Nama/Damara,58.8610670025786,1,1,1,1,1,7.0,7.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0106004B06301                          ,Total,2015-08-28,Urban,!Karas,Male,18-59,Secondary,10,Afrikaans,46.3870621116747,1,1,0,1,1,7.0,7.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1011018B02201                          ,Total,2015-08-28,Urban,Omusati,Female,18-59,Secondary,8,Oshiwambo,3.5967058,1,1,1,1,1,2.0,5.0,2.0,7.0,7.0,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903055B02101                          ,Total,2015-08-28,Urban,Omaheke,Male,18-59,Secondary,8,Otjiherero,37.9213374332204,1,0,0,1,1,2.0,,,3.0,4.0,bought_using_cash,,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903055B01401                          ,Total,2015-08-28,Urban,Omaheke,Female,18-59,No formal education,8,Otjiherero,37.7955931053536,1,1,1,1,1,7.0,7.0,5.0,7.0,5.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0106004A00301                          ,Total,2015-08-28,Urban,!Karas,Female,60+,Secondary,10,Afrikaans,30.777179701504398,1,1,1,1,1,7.0,7.0,7.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903055B00201                          ,Total,2015-08-28,Urban,Omaheke,Male,18-59,Secondary,8,Otjiherero,48.089209612077,1,1,0,1,1,2.0,7.0,,2.0,2.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903055A03201                          ,Total,2015-08-28,Urban,Omaheke,Female,18-59,Secondary,9,Otjiherero,34.494098753539,1,1,0,1,1,7.0,1.0,,7.0,2.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903055A02501                          ,Total,2015-08-28,Urban,Omaheke,Female,18-59,Secondary,7,Nama/Damara,16.6830066398431,1,1,1,1,1,7.0,1.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903055A01601                          ,Total,2015-08-28,Urban,Omaheke,Male,18-59,Secondary,9,Nama/Damara,49.6399923692719,1,1,1,1,1,7.0,7.0,3.0,7.0,5.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903055A00701                          ,Total,2015-08-28,Urban,Omaheke,Female,18-59,Secondary,8,Otjiherero,41.9972917570485,1,1,1,1,1,7.0,7.0,2.0,7.0,3.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903055A00401                          ,Total,2015-08-28,Urban,Omaheke,Female,18-59,Secondary,6,Otjiherero,33.1458317238639,1,1,1,1,1,7.0,7.0,1.0,7.0,2.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1011018A00501                          ,Total,2015-08-28,Urban,Omusati,Female,60+,No formal education,3,Otjiherero,28.4382949776427,0,0,0,1,0,,,,7.0,,,,,bought_using_cash,,0,1,0,0,0.0,,1000.0,,,,,500.0,,,,,0.0,,,,,0.0,,,,0
1011018A01001                          ,Total,2015-08-28,Urban,Omusati,Female,18-59,No formal education,1,Otjiherero,5.22889829927404,0,0,0,1,0,,,,7.0,,,,,bought_using_cash,,0,1,0,0,0.0,,175.0,,,,,175.0,,,,,0.0,,,,,0.0,,,,0
1011018A01401                          ,Total,2015-08-28,Urban,Omusati,Male,60+,No formal education,5,Otjiherero,21.9183385095935,0,0,0,1,0,,,,7.0,,,,,bought_using_cash,,0,1,0,0,0.0,,1000.0,,,,,125.0,,,,,0.0,,,,,0.0,,,,0
1011018A01701                          ,Total,2015-08-28,Urban,Omusati,Female,18-59,Secondary,4,Oshiwambo,44.874093093817216,1,0,1,1,1,7.0,,2.0,7.0,2.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1011018A02101                          ,Total,2015-08-28,Urban,Omusati,Female,18-59,Secondary,5,Oshiwambo,38.0317862608102,0,0,0,1,0,,,,7.0,,,,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1011018B00101                          ,Total,2015-08-28,Urban,Omusati,Female,18-59,Secondary,4,Oshiwambo,29.057873741126198,1,1,0,1,1,7.0,4.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1011018B00501                          ,Total,2015-08-28,Urban,Omusati,Female,18-59,Secondary,9,Oshiwambo,43.347582136682995,1,1,1,1,1,3.0,7.0,1.0,7.0,7.0,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1011018B00901                          ,Total,2015-08-28,Urban,Omusati,Female,18-59,Secondary,7,Oshiwambo,50.1001852657135,0,1,0,1,0,,7.0,,4.0,,,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1011018B01401                          ,Total,2015-08-28,Urban,Omusati,Female,18-59,Secondary,5,Oshiwambo,30.6588419605313,0,1,0,1,1,,7.0,,7.0,4.0,,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1011018B01801                          ,Total,2015-08-28,Urban,Omusati,Female,18-59,Primary,6,Oshiwambo,28.4867955103335,0,1,0,1,1,,7.0,,7.0,7.0,,own_production_garden__livestock,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903055B03501                          ,Total,2015-08-28,Urban,Omaheke,Female,18-59,Secondary,10,Otjiherero,33.5545011684896,1,0,1,1,1,7.0,,2.0,7.0,7.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0903055B00701                          ,Total,2015-08-28,Urban,Omaheke,Female,18-59,Secondary,10,Otjiherero,34.7503031092507,1,1,1,1,1,7.0,2.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1303039B01801                          ,Total,2015-08-28,Urban,Otjozondjupa,Male,18-59,Primary,9,Otjiherero,28.6735128626573,1,1,0,1,1,1.0,7.0,,7.0,7.0,bought_using_cash,asking_for_help_from_others,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603032B00136                          ,Total,2015-08-28,Urban,Khomas,Male,18-59,,10,Oshiwambo,91.79963992059379,0,0,1,1,1,,,2.0,2.0,7.0,,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0504019A00101                          ,Total,2015-08-28,Rural,Kavango West,Male,60+,Primary,3,Rukavango,15.360930559555,1,1,0,1,0,2.0,7.0,,7.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,1,1,1,0,0.0,150.0,200.0,50.0,,,150.0,200.0,50.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0
1306086B03801                          ,Total,2015-08-28,Urban,Otjozondjupa,Male,18-59,Secondary,8,Nama/Damara,68.8615250222835,1,1,1,1,1,7.0,3.0,4.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1306086B04402                          ,Total,2015-08-28,Urban,Otjozondjupa,Male,18-59,Secondary,6,Otjiherero,57.4471248836155,0,1,1,0,1,,2.0,3.0,,3.0,,bought_using_cash,bought_using_cash,,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1306086B05401                          ,Total,2015-08-28,Urban,Otjozondjupa,Female,18-59,Secondary,9,Nama/Damara,69.9040440110875,1,1,1,1,1,2.0,5.0,2.0,2.0,5.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603032A00501                          ,Total,2015-08-28,Urban,Khomas,Male,18-59,,10,Oshiwambo,37.969727771466296,1,1,0,1,1,3.0,4.0,,4.0,4.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0205115B00602                          ,Total,2015-08-28,Urban,Erongo,Male,18-59,Secondary,8,Oshiwambo,84.3613657745372,1,0,0,1,1,7.0,,,7.0,7.0,received_as_in-kind_payment,,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0205115B00810                          ,Total,2015-08-28,Urban,Erongo,Male,18-59,Secondary,7,Oshiwambo,118.30447664273198,1,0,0,1,1,7.0,,,7.0,6.0,bought_using_cash,,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1201032A00501                          ,Total,2015-08-28,Rural,Oshikoto,Male,60+,Tertiary,5,Oshiwambo,71.32340796030229,0,1,0,1,0,,7.0,,7.0,,,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,70.0,,,,,6.0,,,,,4.0,,,,,0.0,,,,0
1201032A01301                          ,Total,2015-08-28,Rural,Oshikoto,Male,60+,No formal education,2,Oshiwambo,38.5464110732314,1,1,1,1,0,1.0,7.0,1.0,7.0,,bought_using_cash,food_assistance_government__charity,bought_using_cash,bought_using_cash,,0,1,0,0,0.0,,40.0,,,,,40.0,,,,,0.0,,,,,0.0,,,,0
1201032A02301                          ,Total,2015-08-28,Rural,Oshikoto,Female,18-59,Primary,1,Oshiwambo,69.958376036218,0,1,0,1,0,,7.0,,7.0,,,food_assistance_government__charity,,bought_using_cash,,0,1,0,0,0.0,,900.0,,,,,70.0,,,,,20.0,,,,,0.0,,,,0
1201032A03001                          ,Total,2015-08-28,Rural,Oshikoto,Male,18-59,Secondary,8,Oshiwambo,65.6021819028538,1,1,0,1,0,3.0,7.0,,7.0,,bought_using_cash,food_assistance_government__charity,,bought_using_cash,,0,1,0,0,0.0,,500.0,,,,,50.0,,,,,50.0,,,,,0.0,,,,0
1201032A04301                          ,Total,2015-08-28,Rural,Oshikoto,Male,18-59,Primary,10,Oshiwambo,47.688852258827104,0,1,0,1,0,,7.0,,7.0,,,food_assistance_government__charity,,bought_using_cash,,0,1,0,0,0.0,,150.0,,,,,50.0,,,,,0.0,,,,,0.0,,,,0
1201032B00401                          ,Total,2015-08-28,Rural,Oshikoto,Male,18-59,Primary,3,Oshiwambo,58.1564951437516,1,1,0,1,1,2.0,7.0,,7.0,7.0,bought_using_cash,own_production_garden__livestock,,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,20.0,,,,,4.0,,,,,0.0,,,,,0.0,,,,0
