hhid,Total,start_date,urbrur,region,sex_of_head,age_of_head_cat,attain,apci_dec,main_language,wgt_hh,q02_58_01,q02_58_02,q02_58_04,q02_58_13,q02_58_15,q02_59_01,q02_59_02,q02_59_04,q02_59_13,q02_59_15,q02_60_01,q02_60_02,q02_60_04,q02_60_13,q02_60_15,q07_02_1,q07_02_2,q07_02_3,q07_02_4,q07_02_6,crops_possessed_1,crops_possessed_2,crops_possessed_3,crops_possessed_4,crops_possessed_6,q07_04_1,q07_04_2,q07_04_3,q07_04_4,q07_04_6,crops_given_away_1,crops_given_away_2,crops_given_away_3,crops_given_away_4,crops_given_away_6,crops_sold_1,crops_sold_2,crops_sold_3,crops_sold_4,crops_sold_6,q07_08_3
1302010A01001                          ,Total,2016-01-24,Urban,Otjozondjupa,Male,18-59,Secondary,8,Oshiwambo,79.7044827533774,1,1,1,1,1,2.0,7.0,1.0,7.0,5.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1302010A00201                          ,Total,2016-01-24,Urban,Otjozondjupa,Male,60+,Primary,6,Other,63.8699996820769,1,1,0,1,1,5.0,7.0,,7.0,5.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1211016B01101                          ,Total,2016-01-24,Urban,Oshikoto,Male,18-59,Secondary,4,Rukavango,26.200864588941396,1,1,1,1,0,7.0,4.0,4.0,7.0,,bought_using_cash,bought_using_cash,from_employer,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1211016B02101                          ,Total,2016-01-24,Urban,Oshikoto,Female,18-59,Secondary,7,Oshiwambo,29.6538571402575,1,1,1,1,0,7.0,7.0,3.0,7.0,,bought_using_cash,gifts_friends__neighbours__relatives,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1211016B02901                          ,Total,2016-01-24,Urban,Oshikoto,Male,18-59,No formal education,5,Rukavango,48.726197784331596,1,1,1,1,0,5.0,6.0,4.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1211016B03801                          ,Total,2016-01-24,Urban,Oshikoto,Male,18-59,Secondary,9,Rukavango,38.7057254511373,1,1,1,1,0,5.0,7.0,4.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1211016B04301                          ,Total,2016-01-24,Urban,Oshikoto,Female,18-59,No formal education,3,Nama/Damara,24.7748252606656,1,1,1,1,0,4.0,7.0,2.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1003009B03301                          ,Total,2016-01-24,Rural,Omusati,Female,60+,No formal education,9,Oshiwambo,8.08930578554955,1,1,0,1,0,2.0,6.0,,4.0,,bought_using_cash,food_assistance_government__charity,,bought_using_cash,,0,1,0,0,0.0,,50.0,,,,,50.0,,,,,0.0,,,,,0.0,,,,0
0502009A05001                          ,Total,2016-01-24,Rural,Kavango West,Male,18-59,Secondary,7,Rukavango,28.656446109766804,1,1,1,1,0,3.0,7.0,4.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,1,0,0,0.0,,50.0,,,,,50.0,,,,,0.0,,,,,0.0,,,,0
0502009B00201                          ,Total,2016-01-24,Rural,Kavango West,Male,18-59,Primary,3,Rukavango,37.55485132142029,1,1,0,1,0,2.0,7.0,,7.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,0
1003009B02201                          ,Total,2016-01-24,Rural,Omusati,Female,18-59,Secondary,4,Oshiwambo,140.04237986535298,1,1,1,1,0,3.0,6.0,1.0,5.0,,bought_using_cash,own_production_garden__livestock,gifts_friends__neighbours__relatives,bought_using_cash,,0,1,0,0,0.0,,450.0,,,,,200.0,,,,,50.0,,,,,0.0,,,,0
1211016B00201                          ,Total,2016-01-24,Urban,Oshikoto,Male,60+,,3,Nama/Damara,10.0668816853081,1,1,1,1,0,7.0,3.0,4.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1211016A04902                          ,Total,2016-01-24,Urban,Oshikoto,Male,18-59,Primary,7,Oshiwambo,19.2332537474325,1,1,1,0,1,5.0,7.0,2.0,,7.0,bought_using_cash,bought_using_cash,bought_using_cash,,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0502009B01701                          ,Total,2016-01-24,Rural,Kavango West,Male,60+,Primary,4,Rukavango,21.3955319238418,1,1,0,1,0,3.0,7.0,,7.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,0
0502009B02301                          ,Total,2016-01-24,Rural,Kavango West,Female,60+,Primary,10,Oshiwambo,26.5046328099267,1,1,1,1,0,2.0,7.0,2.0,7.0,,gifts_friends__neighbours__relatives,gifts_friends__neighbours__relatives,gifts_friends__neighbours__relatives,gifts_friends__neighbours__relatives,,1,1,0,0,0.0,50.0,150.0,,,,50.0,150.0,,,,0.0,0.0,,,,0.0,0.0,,,,0
0812012A00101                          ,Total,2016-01-24,Rural,Ohangwena,Male,60+,Primary,2,Oshiwambo,89.0281963105578,1,1,1,0,0,1.0,7.0,1.0,,,bought_using_cash,own_production_garden__livestock,bought_using_cash,,,1,1,1,0,0.0,10.0,560.0,200.0,,,10.0,240.0,200.0,,,0.0,20.0,0.0,,,0.0,0.0,0.0,,,0
0812012A00601                          ,Total,2016-01-24,Rural,Ohangwena,Female,60+,Primary,4,Oshiwambo,81.3852836287284,1,1,0,0,1,1.0,7.0,,,1.0,gifts_friends__neighbours__relatives,own_production_garden__livestock,,,gifts_friends__neighbours__relatives,1,1,1,0,0.0,20.0,1000.0,20.0,,,20.0,600.0,20.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0
0706029A00501                          ,Total,2016-01-24,Urban,Kunene,Male,18-59,No formal education,4,Oshiwambo,44.931046167168,0,1,0,1,0,,7.0,,7.0,,,food_assistance_government__charity,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0706029A01401                          ,Total,2016-01-24,Urban,Kunene,Female,18-59,Secondary,1,Otjiherero,24.1581317213052,1,1,0,1,1,2.0,5.0,,7.0,2.0,bought_using_cash,food_assistance_government__charity,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0308016A00101                          ,Total,2016-01-24,Urban,Hardap,Male,60+,Secondary,10,Afrikaans,18.7582462955492,1,1,1,1,1,7.0,7.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0308016A00801                          ,Total,2016-01-24,Urban,Hardap,Female,18-59,Tertiary,10,Afrikaans,22.8039767843751,1,1,1,1,1,7.0,7.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0308016A01602                          ,Total,2016-01-24,Urban,Hardap,Male,18-59,Tertiary,10,Afrikaans,61.2932977447618,1,1,0,1,1,7.0,4.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0308016A02201                          ,Total,2016-01-24,Urban,Hardap,Male,18-59,Secondary,9,Afrikaans,43.7589799976503,1,0,0,1,1,7.0,,,7.0,7.0,bought_using_cash,,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0502009B00901                          ,Total,2016-01-24,Rural,Kavango West,Male,60+,Primary,5,Rukavango,37.2669746257859,1,1,1,1,0,1.0,7.0,3.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,1,0,0,0,0.0,50.0,,,,,50.0,,,,,0.0,,,,,0.0,,,,,0
0406017A00501                          ,Total,2016-01-24,Urban,Kavango East,Male,18-59,Tertiary,8,Rukavango,54.620042653513,1,1,1,1,1,7.0,5.0,4.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0406017A01801                          ,Total,2016-01-24,Urban,Kavango East,Female,18-59,Secondary,4,Nama/Damara,63.80403599270571,1,1,0,1,1,3.0,7.0,,7.0,3.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0406017A02602                          ,Total,2016-01-24,Urban,Kavango East,Female,18-59,Secondary,4,Oshiwambo,38.080407681524704,1,1,0,1,0,7.0,7.0,,7.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1003009B01601                          ,Total,2016-01-24,Rural,Omusati,Male,60+,Primary,7,Oshiwambo,52.665942680034114,0,1,0,1,0,,6.0,,4.0,,,own_production_garden__livestock,,bought_using_cash,,0,1,1,0,0.0,,350.0,100.0,,,,150.0,40.0,,,,50.0,0.0,,,,0.0,0.0,,,0
1211016A04101                          ,Total,2016-01-24,Urban,Oshikoto,Female,60+,No formal education,2,Nama/Damara,3.28993902,1,1,0,1,1,3.0,7.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1003009B00401                          ,Total,2016-01-24,Rural,Omusati,Female,18-59,No formal education,3,Oshiwambo,55.898972250014886,0,1,0,1,0,,6.0,,3.0,,,food_assistance_government__charity,,bought_using_cash,,0,1,1,0,0.0,,200.0,50.0,,,,100.0,20.0,,,,15.0,0.0,,,,0.0,0.0,,,0
1003009A03401                          ,Total,2016-01-24,Rural,Omusati,Female,18-59,Secondary,8,Oshiwambo,37.2346060118482,1,0,0,1,0,7.0,,,7.0,,bought_using_cash,,,bought_using_cash,,0,1,0,0,0.0,,300.0,,,,,250.0,,,,,50.0,,,,,0.0,,,,0
1003009A02901                          ,Total,2016-01-24,Rural,Omusati,Female,18-59,No formal education,8,Oshiwambo,56.676554266316394,0,1,0,0,0,,7.0,,,,,bought_using_cash,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1003009A02301                          ,Total,2016-01-24,Rural,Omusati,Female,60+,No formal education,2,Oshiwambo,50.9374247223763,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,1,0,0,0.0,,100.0,,,,,100.0,,,,,0.0,,,,,0.0,,,,0
1003009A01601                          ,Total,2016-01-24,Rural,Omusati,Female,60+,Primary,10,Oshiwambo,31.543296606069497,0,1,0,1,0,,7.0,,5.0,,,food_assistance_government__charity,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1003009A00801                          ,Total,2016-01-24,Rural,Omusati,Female,18-59,Secondary,9,Oshiwambo,39.9798014382363,1,1,1,1,0,7.0,7.0,4.0,7.0,,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,,0,1,1,0,0.0,,200.0,20.0,,,,100.0,20.0,,,,50.0,0.0,,,,0.0,0.0,,,0
1003009A00201                          ,Total,2016-01-24,Rural,Omusati,Female,18-59,Primary,1,Oshiwambo,34.8243914561588,0,1,0,0,0,,7.0,,,,,bought_using_cash,,,,0,1,0,0,0.0,,100.0,,,,,100.0,,,,,0.0,,,,,0.0,,,,0
1307004B00707                          ,Total,2016-01-24,Rural,Otjozondjupa,Male,18-59,Primary,4,Khoisan,82.72838077734991,1,1,0,1,0,1.0,7.0,,2.0,,bought_through_battering,food_assistance_government__charity,,bought_through_battering,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1307004B00504                          ,Total,2016-01-24,Rural,Otjozondjupa,Male,18-59,No formal education,1,Khoisan,37.631159347888996,0,1,0,0,0,,7.0,,,,,food_assistance_government__charity,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1003009B02701                          ,Total,2016-01-24,Rural,Omusati,Female,18-59,Secondary,5,Oshiwambo,77.0531689693974,1,1,1,1,0,2.0,5.0,2.0,5.0,,gifts_friends__neighbours__relatives,food_assistance_government__charity,gifts_friends__neighbours__relatives,gifts_friends__neighbours__relatives,,0,1,0,0,0.0,,300.0,,,,,180.0,,,,,20.0,,,,,0.0,,,,0
0406017B02701                          ,Total,2016-01-24,Urban,Kavango East,Male,18-59,Secondary,10,Rukavango,27.2825119641257,1,1,1,1,1,7.0,4.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0308016A04001                          ,Total,2016-01-24,Urban,Hardap,Female,18-59,Tertiary,8,Afrikaans,26.4246578873489,1,1,1,1,1,7.0,4.0,3.0,7.0,7.0,bought_using_cash,gifts_friends__neighbours__relatives,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0406017B01801                          ,Total,2016-01-24,Urban,Kavango East,Female,18-59,Secondary,10,Rukavango,24.1602217697789,1,1,1,1,1,7.0,7.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0406017B01201                          ,Total,2016-01-24,Urban,Kavango East,Male,18-59,Secondary,10,Rukavango,56.09015156316529,1,1,1,1,1,7.0,2.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0406017B00502                          ,Total,2016-01-24,Urban,Kavango East,Male,18-59,Tertiary,9,Rukavango,24.2707320211889,1,1,0,1,1,7.0,7.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0406017B00304                          ,Total,2016-01-24,Urban,Kavango East,Female,18-59,Secondary,9,Zambezi languages,24.406059492982894,1,1,1,1,0,7.0,7.0,7.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0406017B00103                          ,Total,2016-01-24,Urban,Kavango East,Male,18-59,Secondary,9,English,43.436162291639604,0,1,1,1,1,,7.0,2.0,7.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0406017A03801                          ,Total,2016-01-24,Urban,Kavango East,Female,60+,No formal education,6,Rukavango,51.83283522397939,1,1,1,1,1,7.0,7.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0502009A00201                          ,Total,2016-01-24,Rural,Kavango West,Female,18-59,Primary,3,Rukavango,17.3405412910677,0,1,0,0,0,,7.0,,,,,bought_using_cash,,,,0,1,0,0,0.0,,50.0,,,,,50.0,,,,,0.0,,,,,0.0,,,,0
0502009A00801                          ,Total,2016-01-24,Rural,Kavango West,Male,18-59,Primary,4,Rukavango,24.8405176044962,0,1,0,0,0,,4.0,,,,,bought_on_credit,,,,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,0
0502009A01601                          ,Total,2016-01-24,Rural,Kavango West,Female,18-59,Primary,9,Rukavango,5.73415817943245,0,1,0,1,0,,7.0,,3.0,,,bought_using_cash,,bought_using_cash,,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,0
0502009A02202                          ,Total,2016-01-24,Rural,Kavango West,Female,60+,No formal education,4,Rukavango,16.3372844281165,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,0
0502009A03101                          ,Total,2016-01-24,Rural,Kavango West,Female,18-59,Primary,3,Rukavango,30.293167715763396,0,1,0,1,1,,7.0,,3.0,1.0,,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,0
0502009A03702                          ,Total,2016-01-24,Rural,Kavango West,Female,18-59,Secondary,6,Rukavango,22.049461155408807,0,1,0,0,0,,7.0,,,,,bought_using_cash,,,,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,0
0406017A03201                          ,Total,2016-01-24,Urban,Kavango East,Male,18-59,Tertiary,9,Rukavango,39.2366185386161,1,1,1,1,1,7.0,3.0,5.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0406017A01201                          ,Total,2016-01-24,Urban,Kavango East,Male,18-59,Secondary,9,Rukavango,44.8341676976435,1,1,0,1,0,2.0,4.0,,3.0,,gifts_friends__neighbours__relatives,gifts_friends__neighbours__relatives,,asking_for_help_from_others,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0308016B01601                          ,Total,2016-01-24,Urban,Hardap,Male,18-59,Secondary,10,Afrikaans,45.0067718071939,1,1,0,1,1,5.0,7.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1302010A05001                          ,Total,2016-01-24,Urban,Otjozondjupa,Female,18-59,Primary,8,Nama/Damara,35.4085329480874,1,1,0,1,1,5.0,7.0,,7.0,7.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,0
0308016B04501                          ,Total,2016-01-24,Urban,Hardap,Male,18-59,Primary,10,Afrikaans,73.3020602984013,1,1,1,1,1,7.0,7.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0610137A03201                          ,Total,2016-01-24,Urban,Khomas,Male,18-59,Tertiary,10,Other European,152.460880131044,1,0,0,0,0,7.0,,,,,bought_using_cash,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0406043B01001                          ,Total,2016-01-24,Urban,Kavango East,Male,18-59,Primary,2,Rukavango,36.2352123077506,1,1,0,1,0,1.0,7.0,,7.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1402018B00301                          ,Total,2016-01-24,Rural,Zambezi,Male,60+,Primary,2,Zambezi languages,29.767856402683893,1,1,1,1,0,5.0,7.0,2.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1402018A02601                          ,Total,2016-01-24,Rural,Zambezi,Male,18-59,Secondary,6,Zambezi languages,25.974052017062203,0,1,0,1,0,,7.0,,5.0,,,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1402018A02101                          ,Total,2016-01-24,Rural,Zambezi,Male,18-59,Secondary,5,Zambezi languages,33.7094332355223,1,1,0,1,0,2.0,7.0,,7.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1402018A01701                          ,Total,2016-01-24,Rural,Zambezi,Male,18-59,Secondary,3,Zambezi languages,88.0289049935756,1,1,1,1,1,2.0,7.0,3.0,7.0,4.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,1,0,0,0,0.0,10.0,,,,,10.0,,,,,0.0,,,,,0.0,,,,,0
0610137B00203                          ,Total,2016-01-24,Urban,Khomas,Male,18-59,Secondary,8,Rukavango,51.1738302400424,1,1,1,1,0,2.0,7.0,1.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1402018A01201                          ,Total,2016-01-24,Rural,Zambezi,Female,18-59,Primary,2,Zambezi languages,26.186808905208807,1,1,0,1,0,2.0,7.0,,7.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0610137A02101                          ,Total,2016-01-24,Urban,Khomas,Male,18-59,Tertiary,10,Other,134.282401072403,0,0,1,1,1,,,7.0,7.0,7.0,,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0610137A00803                          ,Total,2016-01-24,Urban,Khomas,Male,18-59,Primary,9,Oshiwambo,128.606337171624,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0610137A00501                          ,Total,2016-01-24,Urban,Khomas,Male,18-59,No formal education,10,Oshiwambo,145.79142805192302,1,1,0,1,0,7.0,1.0,,1.0,,bought_using_cash,from_employer,,from_employer,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0610137A00108                          ,Total,2016-01-24,Urban,Khomas,Male,18-59,Secondary,10,Afrikaans,134.282401072403,1,0,0,0,0,7.0,,,,,bought_using_cash,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0610137A00103                          ,Total,2016-01-24,Urban,Khomas,Male,18-59,Tertiary,10,Afrikaans,80.4152484200212,1,0,0,1,1,4.0,,,7.0,5.0,bought_using_cash,,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1402018A00201                          ,Total,2016-01-24,Rural,Zambezi,Female,18-59,Primary,4,Zambezi languages,31.1665673426573,1,1,0,1,0,5.0,7.0,,4.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1402018A00701                          ,Total,2016-01-24,Rural,Zambezi,Male,60+,Primary,4,Zambezi languages,6.545476216446849,1,1,0,1,0,3.0,7.0,,7.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0610137B00305                          ,Total,2016-01-24,Urban,Khomas,Male,18-59,Secondary,6,Afrikaans,148.559589721301,1,0,1,1,0,3.0,,4.0,7.0,,other_specify,,asking_for_help_from_others,other_specify,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0610137B00422                          ,Total,2016-01-24,Urban,Khomas,Female,18-59,Tertiary,10,Afrikaans,67.7062060166441,1,0,1,1,0,7.0,,3.0,7.0,,bought_using_cash,,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0610137B01001                          ,Total,2016-01-24,Urban,Khomas,Male,18-59,Tertiary,10,Afrikaans,97.3210414806094,1,0,1,1,0,7.0,,3.0,7.0,,bought_using_cash,,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1307004B00302                          ,Total,2016-01-24,Rural,Otjozondjupa,Female,18-59,No formal education,1,Khoisan,70.3483155003399,0,1,0,1,0,,7.0,,1.0,,,food_assistance_government__charity,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1307004B00106                          ,Total,2016-01-24,Rural,Otjozondjupa,Male,18-59,No formal education,1,Khoisan,120.918727813283,0,1,0,0,0,,7.0,,,,,food_assistance_government__charity,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1307004A00504                          ,Total,2016-01-24,Rural,Otjozondjupa,Male,18-59,Primary,1,Khoisan,114.229879673659,0,1,0,0,0,,7.0,,,,,food_assistance_government__charity,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1307004A00303                          ,Total,2016-01-24,Rural,Otjozondjupa,Male,18-59,Primary,2,Khoisan,44.9936285911186,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1307004A00114                          ,Total,2016-01-24,Rural,Otjozondjupa,Male,18-59,No formal education,3,Khoisan,25.1927132188552,1,1,1,1,1,1.0,7.0,1.0,7.0,1.0,bought_using_cash,food_assistance_government__charity,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1307004A00106                          ,Total,2016-01-24,Rural,Otjozondjupa,Male,18-59,Tertiary,1,Khoisan,120.74893360666599,1,1,1,1,1,1.0,7.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1302010B05601                          ,Total,2016-01-24,Urban,Otjozondjupa,Female,18-59,Secondary,10,Oshiwambo,54.949898977516796,0,1,1,1,1,,2.0,1.0,5.0,5.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1402018B03401                          ,Total,2016-01-24,Rural,Zambezi,Male,18-59,Secondary,8,Zambezi languages,31.929370323018,1,1,1,1,0,2.0,7.0,1.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1402018B02901                          ,Total,2016-01-24,Rural,Zambezi,Female,18-59,Primary,9,Zambezi languages,28.3282818433958,1,1,1,1,0,2.0,7.0,1.0,7.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1402018B02201                          ,Total,2016-01-24,Rural,Zambezi,Female,18-59,Not stated,3,Zambezi languages,28.6859751412659,1,1,0,1,0,1.0,7.0,,5.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
